,traveller_username,date,covid,star,rating,aspect_sentiment,count_topic_4,topic_4,count_topic_1,topic_1,count_topic_0,topic_0,count_topic_2,topic_2,count_topic_3,topic_3
28743,Chown B,2015-12-01,PreCovid,5,4.0,"[[hotel, best, 1], [hotel, best, 1], [hotel, 'sg best', 1]]",,,3.0,1.0,,,,,,
28744,Jon R,2016-01-01,PreCovid,5,1.0,"[[hotel, worst, 1], [hotel, servic, 1], [day, second, 4], [staff, key, 0], [hotel, poor, 1], [hotel, top, 1]]",1.0,0.0,4.0,-0.22499999999999998,1.0,0.0,,,,
28745,Conor30,2016-01-01,PreCovid,5,5.0,"[[time, next, 4], [floor, top, 2], [wait, everi, 4]]",2.0,0.0,,,,,1.0,0.5,,
28746,Abdullah K,2016-01-01,PreCovid,5,5.0,"[[pool, fantast, 2], [pool, 'well fantast', 2], [view, great, 0], [help, great, 3], [help, servic, 3], [room, big, 2], [stay, singapor, 0], [night, less, 0], [hotel, best, 1]]",,,1.0,1.0,3.0,0.21111111111111114,3.0,0.0,2.0,0.4
28747,Lori Z,2015-11-01,PreCovid,5,4.0,"[[pool, great, 2], [view, great, 0], [peopl, good, 2], [peopl, better, 2], [view, big, 0], [pool, spectacular, 2], [stay, glad, 0]]",,,,,3.0,0.43333333333333335,4.0,0.65,,
28748,Jean P,2016-01-01,PreCovid,5,5.0,[],,,,,,,,,,
28749,Josh A,2015-02-01,PreCovid,5,5.0,[],,,,,,,,,,
28750,Curious022,2015-12-01,PreCovid,5,4.0,[],,,,,,,,,,
28751,johntripadv,2015-11-01,PreCovid,5,5.0,"[[room, great, 2], [price, local, 2]]",,,,,,,2.0,0.4,,
28752,JMP1914,2016-01-01,PreCovid,5,5.0,"[[hotel, great, 1], [citi, big, 1], [citi, nice, 1], [pool, swim, 2], [view, great, 0]]",,,3.0,0.4666666666666666,1.0,0.8,1.0,0.0,,
28753,gavhud,2015-08-01,PreCovid,5,5.0,"[[pool, top, 2], [time, unfortun, 4], [room, qualiti, 2], [room, good, 2]]",1.0,0.0,,,,,3.0,0.39999999999999997,,
28754,Fang2016,2015-02-01,PreCovid,5,5.0,"[[pool, swim, 2]]",,,,,,,1.0,0.0,,
28755,CFC,2015-07-01,PreCovid,5,5.0,"[[staff, filipina, 0]]",,,,,1.0,0.0,,,,
28756,Al Semo A,2015-12-01,PreCovid,5,5.0,"[[room, nice, 2], [view, nice, 0], [time, short, 4], [food, fast, 3]]",1.0,0.0,,,1.0,0.6,1.0,0.6,1.0,0.2
28757,Andrew T,2016-01-01,PreCovid,5,3.0,"[[floor, servic, 2]]",,,,,,,1.0,0.0,,
28758,Diaz Okanza,2015-12-01,PreCovid,5,5.0,"[[room, finest, 2]]",,,,,,,1.0,0.0,,
28759,GirijaI,2015-09-01,PreCovid,5,5.0,"[[peopl, singapor, 2], [hotel, lavish, 1]]",,,1.0,0.0,,,1.0,0.0,,
28760,Cptloud,2016-01-01,PreCovid,5,4.0,"[[realli, singapor, 2], [realli, bad, 2]]",,,,,,,2.0,-0.3499999999999999,,
28761,Trev050,2016-01-01,PreCovid,5,5.0,[],,,,,,,,,,
28762,ChubbyMelody,2015-11-01,PreCovid,5,5.0,"[[view, nice, 0], [staff, singapor, 0]]",,,,,2.0,0.3,,,,
28763,Amelia Y,2016-01-01,PreCovid,5,4.0,"[[pool, right, 2], [pool, top, 2], [time, half, 4]]",1.0,-0.16666666666666666,,,,,2.0,0.39285714285714285,,
28764,Tim C,2015-12-01,PreCovid,5,5.0,"[[room, grand, 2], [room, huge, 2]]",,,,,,,2.0,0.45000000000000007,,
28765,Off_down_under,2015-12-01,PreCovid,5,5.0,"[[hotel, best, 1], [citi, great, 1], [pool, top, 2]]",,,2.0,0.9,,,1.0,0.5,,
28766,Ajb1207,2016-01-01,PreCovid,5,4.0,"[[stay, overal, 0], [stay, great, 0], [stay, probabl, 0]]",,,,,3.0,0.26666666666666666,,,,
28767,Anonymous,2015-02-01,PreCovid,5,5.0,"[[night, sleepless, 0]]",,,,,1.0,0.0,,,,
28768,Lee L,2016-01-01,PreCovid,5,3.0,"[[check, late, 4]]",1.0,-0.3,,,,,,,,
28769,BirhangZ,2015-02-01,PreCovid,5,5.0,"[[hotel, finest, 1], [view, experi, 0], [view, 'far citi', 0]]",,,1.0,0.0,2.0,0.05,,,,
28770,Flappy Hanson,2015-09-01,PreCovid,5,5.0,"[[room, great, 2], [time, first, 4]]",1.0,0.25,,,,,1.0,0.8,,
28771,Pete W,2015-12-01,PreCovid,5,5.0,"[[friendli, great, 3], [room, great, 2], [floor, high, 2], [time, much, 4]]",1.0,0.2,,,,,2.0,0.48000000000000004,1.0,0.8
28772,Steve_wendy181,2015-12-01,PreCovid,5,4.0,"[[stay, normal, 0], [room, alloc, 2]]",,,,,1.0,0.15,1.0,0.0,,
28773,giia38,2016-01-01,PreCovid,5,5.0,"[[bathroom, great, 2], [room, cordial, 2], [room, servic, 2]]",,,,,,,3.0,0.26666666666666666,,
28774,Princeofthieves,2015-07-01,PreCovid,5,4.0,"[[room, open, 2], [room, 'well pool', 2]]",,,,,,,2.0,0.0,,
28775,Beverley-Hillbilly4,2015-12-01,PreCovid,5,4.0,"[[time, first, 4], [book, 'back drink', 4], [floor, fourth, 2], [room, higher, 2], [floor, fourth, 2], [view, amaz, 0], [peopl, full, 2], [time, best, 4], [night, late, 0], [staff, good, 0]]",3.0,0.4166666666666667,,,3.0,0.13333333333333333,4.0,0.15,,
28776,Fujioka Cherry Acuña,2015-12-01,PreCovid,5,5.0,"[[pool, insid, 2], [view, clean, 0], [help, nice, 3], [hotel, great, 1], [stay, half, 0], [stay, singapor, 0]]",,,1.0,0.8,3.0,0.06666666666666668,1.0,0.0,1.0,0.6
28777,Kiky F,2016-01-01,PreCovid,5,5.0,[],,,,,,,,,,
28778,Lazydaisy92,2015-09-01,PreCovid,5,5.0,"[[hotel, sheer, 1], [room, nice, 2], [view, brilliant, 0], [hotel, top, 1]]",,,2.0,0.25,1.0,0.9,1.0,0.6,,
28779,Patrick W,2015-11-01,PreCovid,5,5.0,"[[time, larger, 4], [time, 'much larger', 4]]",2.0,0.0,,,,,,,,
28780,LBarrett-Scott,2015-02-01,PreCovid,5,5.0,"[[book, final, 4], [book, final, 4], [hotel, sheer, 1], [hotel, manic, 1], [hotel, 'rather manic', 1], [night, first, 0], [mall, great, 1]]",2.0,0.0,4.0,0.2,1.0,0.25,,,,
28781,855fabiano855,2015-12-01,PreCovid,5,3.0,"[[room, kind, 2], [time, last, 4], [time, much, 4]]",2.0,0.1,,,,,1.0,0.6,,
28782,Jörgen H,2016-01-01,PreCovid,5,5.0,[],,,,,,,,,,
28783,Sara M,2015-12-01,PreCovid,5,5.0,"[[bathroom, best, 2], [day, later, 4]]",1.0,0.0,,,,,1.0,1.0,,
28784,BOGDANROTUND,2015-12-01,PreCovid,5,5.0,[],,,,,,,,,,
28785,MafaldaMafalda,2016-01-01,PreCovid,5,3.0,"[[breakfast, 'rather hotel', 1], [breakfast, inclus, 1], [pool, similar, 2], [pool, 'rather similar', 2], [visit, actual, 0]]",,,2.0,0.0,1.0,0.0,2.0,0.0,,
28786,ocvida,2015-12-01,PreCovid,5,5.0,"[[night, great, 0], [view, great, 0]]",,,,,2.0,0.8,,,,
28787,Katymitt,2015-12-01,PreCovid,5,3.0,"[[price, servic, 2], [price, poor, 2], [price, servic, 2]]",,,,,,,3.0,-0.13333333333333333,,
28788,elsUk,2015-09-01,PreCovid,5,4.0,"[[room, better, 2], [room, servic, 2], [view, good, 0], [time, good, 4]]",1.0,0.7,,,1.0,0.7,2.0,0.25,,
28789,TYWTravel,2015-12-01,PreCovid,5,5.0,"[[room, nice, 2], [room, clean, 2], [hotel, special, 1]]",,,1.0,0.35714285714285715,,,2.0,0.48333333333333334,,
28790,jeissler,2015-07-01,PreCovid,5,5.0,"[[room, earli, 2], [night, everi, 0], [view, great, 0]]",,,,,2.0,0.4,1.0,0.0,,
28791,AADSWJ,2015-07-01,PreCovid,5,4.0,"[[love, hot, 0], [hotel, singapor, 1], [hotel, bad, 1], [hotel, big, 1], [hotel, giant, 1]]",,,4.0,-0.17499999999999996,1.0,0.375,,,,
28792,TheParrys,2016-01-01,PreCovid,5,5.0,"[[stay, 'fifth seen', 0], [stay, 'improv spoilt', 0], [room, pleasant, 2], [food, warm, 3], [food, invit, 3]]",,,,,2.0,0.0,1.0,0.7333333333333333,2.0,0.3
28793,Topholidays10,2016-01-01,PreCovid,5,3.0,"[[floor, high, 2], [room, 'instead garden', 2]]",,,,,,,2.0,0.08,,
28794,Okarchitect,2015-12-01,PreCovid,5,4.0,"[[view, total, 0]]",,,,,1.0,0.0,,,,
28795,MummyYap,2015-11-01,PreCovid,5,4.0,"[[view, great, 0], [floor, top, 2]]",,,,,1.0,0.8,1.0,0.5,,
28796,Sharkie51,2015-12-01,PreCovid,5,5.0,"[[staff, great, 0]]",,,,,1.0,0.8,,,,
28797,Neadansu,2015-02-01,PreCovid,5,4.0,"[[room, huge, 2], [view, great, 0], [shop, next, 1], [shop, 'almost next', 1], [hotel, huge, 1]]",,,3.0,0.13333333333333336,1.0,0.8,1.0,0.4000000000000001,,
28798,m4g1c4,2015-11-01,PreCovid,5,5.0,"[[singapor, 'best view', 0], [room, normal, 2], [bed, big, 2], [bed, modern, 2], [bed, new, 2], [bed, flat, 2], [view, clean, 0], [food, popular, 3]]",,,,,2.0,0.6833333333333333,5.0,0.09227272727272726,1.0,0.6
28799,haelite,2015-12-01,PreCovid,5,2.0,"[[view, great, 0], [view, old, 0]]",,,,,2.0,0.45,,,,
28800,grace-c84,2015-08-01,PreCovid,5,4.0,"[[room, nice, 2]]",,,,,,,1.0,0.6,,
28801,RobertChew-MY,2015-12-01,PreCovid,5,5.0,"[[club, grand, 0], [hotel, best, 1], [room, usher, 2]]",,,1.0,1.0,1.0,0.5,1.0,0.0,,
28802,Chicky B,2015-12-01,PreCovid,5,5.0,[],,,,,,,,,,
28803,tewinika,2016-01-01,PreCovid,5,5.0,"[[pool, best, 2], [time, first, 4], [time, least, 4], [time, 'last least', 4]]",3.0,-0.06666666666666667,,,,,1.0,1.0,,
28804,Are S,2015-12-01,PreCovid,5,5.0,"[[hotel, great, 1]]",,,1.0,0.8,,,,,,
28805,Aditya K,2015-02-01,PreCovid,5,5.0,"[[room, singapor, 2], [time, decent, 4], [night, daytim, 0]]",1.0,0.16666666666666666,,,1.0,0.0,1.0,0.0,,
28806,Sverre C,2015-12-01,PreCovid,5,4.0,"[[room, servic, 2], [pool, nois, 2], [floor, top, 2], [food, good, 3]]",,,,,,,3.0,0.16666666666666666,1.0,0.7
28807,ObbiSheppard,2015-11-01,PreCovid,5,4.0,"[[help, concierg, 3], [help, fast, 3], [book, main, 4], [staff, 'well mostli', 0]]",1.0,0.16666666666666666,,,1.0,0.0,,,2.0,0.1
28808,ManuelDH,2015-12-01,PreCovid,5,5.0,[],,,,,,,,,,
28809,Rick  D,2016-01-01,PreCovid,5,5.0,"[[time, advic, 4], [time, best, 4], [stay, memor, 0], [room, singapor, 2]]",2.0,0.5,,,1.0,0.0,1.0,0.0,,
28810,Roger S,2015-12-01,PreCovid,5,3.0,"[[view, better, 0]]",,,,,1.0,0.5,,,,
28811,saascha K,2015-11-01,PreCovid,5,4.0,[],,,,,,,,,,
28812,Jef v,2016-01-01,PreCovid,5,5.0,"[[room, nice, 2], [shop, super, 1], [shop, indoor, 1], [view, splendid, 0]]",,,2.0,0.16666666666666666,1.0,0.8333333333333334,1.0,0.6,,
28813,JulesJockJack,2015-12-01,PreCovid,5,3.0,[],,,,,,,,,,
28814,vancat7,2015-02-01,PreCovid,5,5.0,"[[stay, great, 0], [night, swim, 0]]",,,,,2.0,0.4,,,,
28815,Natalie F,2015-08-01,PreCovid,5,2.0,[],,,,,,,,,,
28816,Stanislaw,2015-07-01,PreCovid,5,5.0,[],,,,,,,,,,
28817,BandaUK,2015-09-01,PreCovid,5,5.0,"[[pool, top, 2]]",,,,,,,1.0,0.5,,
28818,annesimon24,2015-12-01,PreCovid,5,2.0,[],,,,,,,,,,
28819,reiserclan,2015-12-01,PreCovid,5,4.0,"[[peopl, right, 2], [day, 'even one', 4]]",1.0,0.0,,,,,1.0,0.2857142857142857,,
28820,pascalgerber,2015-12-01,PreCovid,5,5.0,"[[view, brilliant, 0], [hotel, fantast, 1]]",,,1.0,0.0,1.0,0.9,,,,
28821,AlonsoTorres,2015-12-01,PreCovid,5,5.0,"[[room, great, 2], [bay, best, 0]]",,,,,1.0,1.0,1.0,0.8,,
28822,Mik2341,2015-12-01,PreCovid,5,4.0,"[[room, spectacular, 2], [view, great, 0], [room, experienc, 2], [day, whole, 4]]",1.0,0.2,,,1.0,0.8,2.0,0.3,,
28823,Inaliel79,2015-12-01,PreCovid,5,5.0,"[[visit, third, 0], [visit, last, 0], [time, first, 4], [floor, higher, 2], [peopl, 'perfect seen', 2]]",1.0,0.25,,,2.0,0.0,2.0,0.625,,
28824,Giorgio_Mancino,2015-11-01,PreCovid,5,5.0,"[[view, experi, 0], [view, 'best experi', 0]]",,,,,2.0,0.5,,,,
28825,Seif K,2015-12-01,PreCovid,5,5.0,"[[breakfast, light, 1]]",,,1.0,0.4,,,,,,
28826,Sunrisevv,2015-12-01,PreCovid,5,3.0,"[[view, great, 0], [hotel, decent, 1], [view, great, 0], [pool, great, 2], [night, good, 0], [peopl, old, 2]]",,,1.0,0.16666666666666666,3.0,0.7666666666666666,2.0,0.45,,
28827,Wonkeun N,2015-12-01,PreCovid,5,5.0,"[[hotel, great, 1], [night, nice, 0], [night, 'real nice', 0], [night, great, 0]]",,,1.0,0.8,3.0,0.7666666666666666,,,,
28828,Jenny D,2015-01-01,PreCovid,5,5.0,"[[hotel, spectacular, 1], [pool, nice, 2]]",,,1.0,0.6,,,1.0,0.6,,
28829,Mahwish Z,2015-12-01,PreCovid,5,5.0,[],,,,,,,,,,
28830,mjrmaceda09,2015-09-01,PreCovid,5,5.0,"[[view, perfect, 0], [room, largest, 2]]",,,,,1.0,1.0,1.0,0.0,,
28831,Cheryl_Bill,2015-11-01,PreCovid,5,4.0,"[[room, great, 2], [room, big, 2], [hotel, great, 1], [room, spectacular, 2], [time, long, 4]]",1.0,-0.05,1.0,0.8,,,3.0,0.4666666666666666,,
28832,UKMidlandsDickie_Boy,2015-11-01,PreCovid,5,5.0,"[[stay, great, 0], [staff, great, 0], [room, novemb, 2], [room, great, 2], [room, good, 2], [room, great, 2]]",,,,,2.0,0.8,4.0,0.575,,
28833,PrinceDoddi,2015-10-01,PreCovid,5,5.0,"[[pool, top, 2], [pool, swim, 2], [room, upgrad, 2], [room, bigger, 2], [room, live, 2]]",,,,,,,5.0,0.12727272727272726,,
28834,Izzy B,2015-09-01,PreCovid,5,5.0,[],,,,,,,,,,
28835,fiorella_nguyen,2015-06-01,PreCovid,5,5.0,"[[view, best, 0], [floor, high, 2], [view, nice, 0]]",,,,,2.0,0.8,1.0,0.16,,
28836,Steven H,2015-12-01,PreCovid,5,4.0,"[[floor, first, 2], [hotel, enough, 1], [night, first, 0], [day, good, 4], [room, spectacular, 2], [room, interior, 2], [pool, epic, 2], [pool, 'damn epic', 2], [pool, ye, 2]]",1.0,0.7,1.0,0.0,1.0,0.25,6.0,0.17500000000000002,,
28837,Kirk R,2015-12-01,PreCovid,5,3.0,[],,,,,,,,,,
28838,Marc D,2015-10-01,PreCovid,5,3.0,"[[room, celebr, 2]]",,,,,,,1.0,0.0,,
28839,Dbain113,2015-12-01,PreCovid,5,5.0,"[[room, premier, 2], [night, everi, 0], [day, first, 4], [food, western, 3], [food, asian, 3], [food, asian, 3]]",1.0,0.25,,,1.0,0.0,1.0,0.0,3.0,0.0
28840,siddhesh21,2015-11-01,PreCovid,5,5.0,"[[view, greatest, 0], [hotel, top, 1], [view, top, 0], [pool, top, 2], [pool, swim, 2], [floor, top, 2]]",,,1.0,0.5,2.0,0.75,3.0,0.3333333333333333,,
28841,AndySee79,2015-12-01,PreCovid,5,4.0,"[[view, great, 0], [stay, pricey, 0]]",,,,,2.0,0.4,,,,
28842,Wild_card_10,2015-10-01,PreCovid,5,4.0,"[[food, good, 3], [pool, swim, 2]]",,,,,,,1.0,0.0,1.0,0.7
28843,Ctil123,2015-12-01,PreCovid,5,4.0,"[[club, unreal, 0], [club, grand, 0], [club, servic, 0], [club, grand, 0], [room, extra, 2]]",,,,,4.0,0.25,1.0,0.0,,
28844,Ryan,2015-09-01,PreCovid,5,3.0,"[[room, nice, 2], [room, big, 2], [room, big, 2]]",,,,,,,3.0,0.19999999999999998,,
28845,ShingNooTran,2015-11-01,PreCovid,5,4.0,[],,,,,,,,,,
28846,Matrix Math,2015-12-01,PreCovid,5,3.0,"[[view, spectacular, 0], [breakfast, clean, 1], [breakfast, 'overr clean', 1]]",,,2.0,0.3666666666666667,1.0,0.6,,,,
28847,tiara5,2015-12-01,PreCovid,5,3.0,"[[desk, luggag, 4], [desk, front, 4], [hotel, better, 1]]",2.0,0.0,1.0,0.5,,,,,,
28848,Kenneth D,2015-06-01,PreCovid,5,5.0,"[[time, second, 4], [view, huge, 0], [view, great, 0]]",1.0,0.0,,,2.0,0.6000000000000001,,,,
28849,Nisal Silva,2015-12-01,PreCovid,5,5.0,[],,,,,,,,,,
28850,bigtravelmel,2015-11-01,PreCovid,5,4.0,"[[shop, close, 1], [shop, upscal, 1]]",,,2.0,0.0,,,,,,
28851,freckley38,2015-12-01,PreCovid,5,3.0,"[[hotel, singapor, 1]]",,,1.0,0.0,,,,,,
28852,Alexander Israel,2015-12-01,PreCovid,5,5.0,"[[singapor, recent, 0], [staff, smooth, 0], [bathroom, big, 2], [bathroom, huge, 2], [hotel, short, 1], [thank, fast, 3]]",,,1.0,0.0,2.0,0.2,2.0,0.20000000000000004,1.0,0.2
28853,S Aggarwal,2015-12-01,PreCovid,5,1.0,"[[check, glad, 4]]",1.0,0.5,,,,,,,,
28854,Ninetyeightyfou... C,2015-04-01,PreCovid,5,5.0,"[[time, next, 4], [visit, clean, 0]]",1.0,0.0,,,1.0,0.3666666666666667,,,,
28855,Dogramacizade,2015-08-01,PreCovid,5,4.0,[],,,,,,,,,,
28856,SGonzalez123,2015-12-01,PreCovid,5,4.0,"[[view, prime, 0], [room, singapor, 2], [club, huge, 0]]",,,,,2.0,0.20000000000000004,1.0,0.0,,
28857,Anton N,2015-01-01,PreCovid,5,4.0,"[[hotel, popular, 1], [floor, top, 2]]",,,1.0,0.6,,,1.0,0.5,,
28858,Natalia D,2015-08-01,PreCovid,5,5.0,"[[floor, main, 2]]",,,,,,,1.0,0.16666666666666666,,
28859,Harish shenoy M,2015-07-01,PreCovid,5,5.0,"[[hotel, best, 1]]",,,1.0,1.0,,,,,,
28860,airasiabig,2015-11-01,PreCovid,5,5.0,[],,,,,,,,,,
28861,Juliette R,2015-12-01,PreCovid,5,4.0,"[[guest, great, 4], [guest, experi, 4], [time, unabl, 4], [time, great, 4]]",4.0,0.4,,,,,,,,
28862,Vishal S,2015-06-01,PreCovid,5,5.0,"[[view, great, 0], [view, servic, 0], [view, ye, 0]]",,,,,3.0,0.26666666666666666,,,,
28863,2922rivas,2015-10-01,PreCovid,5,4.0,"[[view, nice, 0], [view, nice, 0], [floor, top, 2], [time, 'even cocktail', 4], [food, good, 3]]",1.0,0.0,,,2.0,0.6,1.0,0.5,1.0,0.7
28864,lakecolors,2015-12-01,PreCovid,5,1.0,[],,,,,,,,,,
28865,Ozair Ismail I,2015-12-01,PreCovid,5,5.0,"[[food, fast, 3]]",,,,,,,,,1.0,0.2
28866,Chan K,2015-12-01,PreCovid,5,3.0,"[[hotel, renown, 1], [hotel, great, 1], [room, 'almost minut', 2], [check, big, 4]]",1.0,0.0,2.0,0.4,,,1.0,0.0,,
28867,Raf A,2015-11-01,PreCovid,5,5.0,[],,,,,,,,,,
28868,Nikhil P,2015-01-01,PreCovid,5,5.0,[],,,,,,,,,,
28869,inthezone1682,2015-11-01,PreCovid,5,4.0,"[[bed, big, 2], [room, gigant, 2]]",,,,,,,2.0,0.0,,
28870,215abhisheka,2015-12-01,PreCovid,5,5.0,[],,,,,,,,,,
28871,kurei87,2015-12-01,PreCovid,5,5.0,"[[room, exterior, 2], [staff, pamper, 0], [help, pleasant, 3], [stay, next, 0]]",,,,,2.0,0.0,1.0,0.0,1.0,0.7333333333333333
28872,Andy B,2015-12-01,PreCovid,5,5.0,"[[club, quick, 0], [visit, spectacular, 0]]",,,,,2.0,0.4666666666666667,,,,
28873,Eric Chay,2015-12-01,PreCovid,5,4.0,"[[view, great, 0], [hotel, great, 1], [staff, basic, 0], [staff, everi, 0], [view, high, 0], [view, tri, 0], [view, great, 0]]",,,1.0,0.8,6.0,0.2933333333333334,,,,
28874,Paulmoondog,2015-12-01,PreCovid,5,5.0,"[[restaur, adrift, 1]]",,,1.0,0.0,,,,,,
28875,Echo419,2015-12-01,PreCovid,5,5.0,"[[view, singapor, 0]]",,,,,1.0,0.0,,,,
28876,Small_BuG_123,2015-12-01,PreCovid,5,1.0,"[[night, singapor, 0], [room, good, 2], [breakfast, worst, 1], [breakfast, experi, 1], [breakfast, choic, 1]]",,,3.0,-0.3333333333333333,1.0,0.0,1.0,0.7,,
28877,PPMAAVM,2015-11-01,PreCovid,5,5.0,"[[nice, huge, 1], [nice, 'well huge', 1], [floor, usual, 2], [floor, top, 2]]",,,2.0,0.5,,,2.0,0.125,,
28878,Geoff D,2015-12-01,PreCovid,5,5.0,"[[hotel, someth, 1], [hotel, special, 1], [hotel, great, 1]]",,,3.0,0.38571428571428573,,,,,,
28879,Priyadarshini89,2015-12-01,PreCovid,5,4.0,[],,,,,,,,,,
28880,Jackson J,2015-12-01,PreCovid,5,5.0,[],,,,,,,,,,
28881,Nadine C,2015-12-01,PreCovid,5,3.0,"[[room, upsid, 2], [view, much, 0]]",,,,,1.0,0.2,1.0,0.0,,
28882,apresski2015,2015-02-01,PreCovid,5,5.0,[],,,,,,,,,,
28883,Michaelrizk,2015-08-01,PreCovid,5,5.0,"[[mall, nice, 1]]",,,1.0,0.6,,,,,,
28884,SherwinJoseph,2015-12-01,PreCovid,5,5.0,"[[view, great, 0], [room, singapor, 2], [night, everi, 0]]",,,,,2.0,0.4,1.0,0.0,,
28885,akagi07,2015-12-01,PreCovid,5,1.0,"[[check, flat, 4]]",1.0,-0.025,,,,,,,,
28886,JDAVEGG,2015-05-01,PreCovid,5,5.0,[],,,,,,,,,,
28887,PugTomas,2015-12-01,PreCovid,5,3.0,"[[time, close, 4]]",1.0,0.0,,,,,,,,
28888,Wan A,2015-11-01,PreCovid,5,4.0,"[[view, servic, 0], [view, great, 0], [staff, servic, 0], [mall, overlook, 1]]",,,1.0,0.0,3.0,0.26666666666666666,,,,
28889,Lim G,2015-12-01,PreCovid,5,5.0,"[[bed, petal, 2]]",,,,,,,1.0,0.0,,
28890,Jarberish,2015-12-01,PreCovid,5,4.0,"[[time, least, 4], [time, 'call least', 4], [arriv, everi, 4], [room, big, 2], [room, clean, 2], [view, great, 0], [staycat, anoth, 3]]",3.0,-0.19999999999999998,,,1.0,0.8,2.0,0.18333333333333335,1.0,0.0
28891,Familytrips148,2015-12-01,PreCovid,5,5.0,[],,,,,,,,,,
28892,Supir_Angkot,2015-12-01,PreCovid,5,4.0,"[[pool, incid, 2], [pool, close, 2]]",,,,,,,2.0,0.0,,
28893,ariyenxi,2015-07-01,PreCovid,5,4.0,"[[room, clean, 2], [pool, satisfi, 2]]",,,,,,,2.0,0.18333333333333335,,
28894,Salz,2015-12-01,PreCovid,5,4.0,"[[room, basic, 2], [love, quick, 0], [love, prompt, 0], [time, everi, 4]]",1.0,0.0,,,2.0,0.4583333333333333,1.0,0.0,,
28895,pnssnp,2015-07-01,PreCovid,5,5.0,[],,,,,,,,,,
28896,RPieris,2015-12-01,PreCovid,5,4.0,"[[floor, hous, 2], [day, singl, 4]]",1.0,0.0,,,,,1.0,0.0,,
28897,Sara D,2015-05-01,PreCovid,5,5.0,"[[staff, best, 0], [room, servic, 2], [room, clean, 2], [room, great, 2]]",,,,,1.0,1.0,3.0,0.3888888888888889,,
28898,Heather C,2015-12-01,PreCovid,5,3.0,"[[visit, encourag, 0], [club, singapor, 0]]",,,,,2.0,0.0,,,,
28899,Youngie,2015-10-01,PreCovid,5,5.0,"[[hotel, spectacular, 1]]",,,1.0,0.6,,,,,,
28900,bbrito89,2015-06-01,PreCovid,5,4.0,"[[pool, best, 2]]",,,,,,,1.0,1.0,,
28901,Gracestucker,2015-12-01,PreCovid,5,4.0,"[[view, good, 0]]",,,,,1.0,0.7,,,,
28902,seafare74,2015-11-01,PreCovid,5,5.0,"[[floor, higher, 2], [view, better, 0]]",,,,,1.0,0.5,1.0,0.25,,
28903,Azzam H,2015-11-01,PreCovid,5,5.0,[],,,,,,,,,,
28904,Jolina C,2015-02-01,PreCovid,5,4.0,"[[room, much, 2], [price, small, 2]]",,,,,,,2.0,-0.024999999999999994,,
28905,Iulia C,2015-07-01,PreCovid,5,5.0,"[[hotel, singapor, 1], [view, experi, 0], [restaur, discreet, 1], [restaur, polit, 1]]",,,3.0,0.0,1.0,0.0,,,,
28906,23sheila,2015-12-01,PreCovid,5,5.0,"[[staff, special, 0]]",,,,,1.0,0.35714285714285715,,,,
28907,Patricia G,2015-01-01,PreCovid,5,5.0,[],,,,,,,,,,
28908,ProfSummerhill,2015-02-01,PreCovid,5,5.0,"[[night, 'least one', 0], [room, nice, 2], [food, good, 3], [pool, decent, 2], [pool, local, 2]]",,,,,1.0,-0.3,3.0,0.25555555555555554,1.0,0.7
28909,LeonDASILVA,2015-01-01,PreCovid,5,4.0,"[[stay, enough, 0], [stay, rememb, 0], [stay, second, 0]]",,,,,3.0,0.0,,,,
28910,Dasmesh Singh B,2015-12-01,PreCovid,5,5.0,"[[room, standard, 2], [room, best, 2], [staff, clean, 0]]",,,,,1.0,0.3666666666666667,2.0,0.5,,
28911,Raymond B,2015-09-01,PreCovid,5,5.0,"[[room, great, 2], [pool, servic, 2]]",,,,,,,2.0,0.4,,
28912,Vixen_L1990,2015-10-01,PreCovid,5,5.0,"[[shop, right, 1], [night, magic, 0], [bathroom, small, 2], [night, everi, 0]]",,,1.0,0.2857142857142857,2.0,0.25,1.0,-0.25,,
28913,Carriepr,2015-11-01,PreCovid,5,5.0,[],,,,,,,,,,
28914,kg_001,2015-11-01,PreCovid,5,4.0,"[[bathroom, great, 2], [love, open, 0], [love, 'alway open', 0], [visit, worth, 0]]",,,,,3.0,0.26666666666666666,1.0,0.8,,
28915,Bitte_von,2015-12-01,PreCovid,5,4.0,"[[view, great, 0], [pool, singapor, 2]]",,,,,1.0,0.8,1.0,0.0,,
28916,Mahsa M,2015-03-01,PreCovid,5,5.0,"[[room, clean, 2], [day, twice, 4]]",1.0,0.0,,,,,1.0,0.3666666666666667,,
28917,Keith N,2015-03-01,PreCovid,5,4.0,[],,,,,,,,,,
28918,Tania M,2015-08-01,PreCovid,5,4.0,[],,,,,,,,,,
28919,having_experience,2015-12-01,PreCovid,5,5.0,"[[view, perfect, 0]]",,,,,1.0,1.0,,,,
28920,Ross M,2015-11-01,PreCovid,5,5.0,"[[hotel, singapor, 1], [room, worth, 2], [room, 'well worth', 2], [breakfast, huge, 1], [day, quiet, 4]]",1.0,0.0,2.0,0.20000000000000004,,,2.0,0.3,,
28921,Ezcapaid,2015-01-01,PreCovid,5,3.0,"[[staycat, bad, 3], [staycat, afteral, 3], [bathroom, enough, 2]]",,,,,,,1.0,0.0,2.0,-0.3499999999999999
28922,FamilleRene,2015-10-01,PreCovid,5,5.0,"[[time, great, 4], [friendli, complex, 3]]",1.0,0.8,,,,,,,1.0,-0.3
